NAME,MSTAR
,mearth
KOI 2352.01,458761.30025777506
KOI 2352.02,458761.30025777506
KOI 2352.03,458761.30025777506
KOI 2353.01,266334.57199290284
KOI 2638.01,272992.9362927253
KOI 2639.01,346234.9435907737
KOI 2639.02,346234.9435907737
KOI 2640.01,466085.5009875799
KOI 2641.01,314940.6313816075
KOI 2647.01,263005.38984299154
KOI 2649.01,327591.5235512704
KOI 2650.01,182106.2636001473
KOI 2650.02,182106.2636001473
KOI 255.01,182106.2636001473
KOI 2652.01,263005.38984299154
KOI 2654.01,329589.0328412172
KOI 2655.01,323596.5049713769
KOI 2795.01,362880.8543403301
KOI 2797.01,352893.3078905962
KOI 269.01,414150.25944896386
KOI 2798.01,204078.86578956177
KOI 2801.01,409489.4044390881
KOI 2802.01,379526.76508988644
KOI 2803.01,310945.61280171404
KOI 2805.01,379526.76508988644
KOI 2807.01,376197.58293997514
KOI 2037.03,316272.3042415721
KOI 2038.03,313276.0403066519
KOI 2038.04,313276.0403066519
KOI 2039.01,307616.43065180274
KOI 2040.01,346234.9435907737
KOI 2042.01,535998.3261357169
KOI 220.01,305618.921361856
KOI 2043.01,345236.18894580024
KOI 2044.01,356222.4900405075
KOI 2045.01,217062.67617421577
KOI 2045.02,217062.67617421577
KOI 2046.01,356222.4900405075
KOI 2047.01,409489.4044390881
KOI 2048.01,268997.91771283187
KOI 2049.01,376197.58293997514
KOI 2051.01,362880.8543403301
KOI 2051.02,362880.8543403301
KOI 220.02,305618.921361856
KOI 2354.01,354890.817180543
KOI 2355.01,231378.1594188343
KOI 2356.01,350562.88038565824
KOI 2357.01,345236.18894580024
KOI 2358.01,392843.4936895316
KOI 241.01,279984.21880753903
KOI 2361.01,342905.7614408624
KOI 2362.02,296297.21134210436
KOI 2363.01,266334.57199290284
KOI 2364.01,386185.12938970904
KOI 2365.01,366210.03649024136
KOI 2366.01,379526.76508988644
KOI 2367.01,372868.40079006396
KOI 2368.01,318602.73174650996
KOI 2369.01,349564.1257406849
KOI 241.02,279984.21880753903
KOI 2369.02,349564.1257406849
KOI 2370.01,436122.8616383783
KOI 2371.01,359551.6721904188
KOI 2656.01,386185.12938970904
KOI 2657.01,302622.6574269358
KOI 2658.01,346234.9435907737
KOI 2659.01,503039.42285159515
KOI 2660.01,366210.03649024136
KOI 2662.01,163462.84356064408
KOI 2664.01,253017.84339325764
KOI 256.01,168456.61678551103
KOI 2666.01,321266.077466439
KOI 2668.01,308615.1852967761
KOI 2672.01,284312.1556024237
KOI 2672.02,284312.1556024237
KOI 270.02,315606.46781158977
KOI 2820.01,335248.64249606634
KOI 2821.01,339576.5792909511
KOI 2822.01,339576.5792909511
KOI 2827.01,265002.8991329383
KOI 2828.01,292968.02919219306
KOI 2829.01,366210.03649024136
KOI 2052.01,376197.58293997514
KOI 2053.01,376197.58293997514
KOI 2053.02,376197.58293997514
KOI 2055.01,320933.1592514479
KOI 2056.01,351894.5532456228
KOI 2057.01,184103.77289009406
KOI 2058.01,181773.34538515616
KOI 2059.01,228714.8136989053
KOI 2060.01,228381.89548391418
KOI 2062.01,352227.47146061395
KOI 221.01,287974.2559673261
KOI 2063.01,317603.9771015366
KOI 2064.01,379526.76508988644
KOI 2066.01,348898.28931070265
KOI 2067.01,412818.5865889994
KOI 2069.01,363213.77255532116
KOI 2071.01,302622.6574269358
KOI 2072.01,358219.9993304543
KOI 2073.01,242031.5422985504
KOI 2073.02,242031.5422985504
KOI 2073.03,242031.5422985504
KOI 2372.01,366210.03649024136
KOI 2373.01,319601.48639148334
KOI 2374.01,290970.5199022463
KOI 2374.02,290970.5199022463
KOI 2376.01,316272.3042415721
KOI 2377.01,259676.2076930802
KOI 241.03,279984.21880753903
KOI 2378.01,293633.86562217533
KOI 2379.01,372868.40079006396
KOI 2380.01,339576.5792909511
KOI 2383.01,346234.9435907737
KOI 2386.01,332918.2149911285
KOI 2387.01,356222.4900405075
KOI 242.01,291969.2745472197
KOI 257.01,392177.65725954936
KOI 2674.01,336247.3971410398
KOI 2674.02,336247.3971410398
KOI 2674.03,336247.3971410398
KOI 2675.01,316605.22245656315
KOI 2675.02,316605.22245656315
KOI 2677.01,383521.78366978
KOI 2678.01,303288.49385691807
KOI 2679.01,403163.95835425664
KOI 2680.01,296963.04777208663
KOI 1779.01,326259.8506913059
KOI 1779.02,326259.8506913059
KOI 1781.01,274657.527367681
KOI 1781.02,274657.527367681
KOI 1783.01,371203.80971510825
KOI 1784.01,329589.0328412172
KOI 1786.01,220724.7765391182
KOI 1787.01,331253.62391617283
KOI 1788.01,299626.39349201566
KOI 1790.01,326592.76890629705
KOI 1793.01,359551.6721904188
KOI 1797.01,236704.85085869237
KOI 1798.01,366542.95470523246
KOI 1799.01,348232.45288072043
KOI 1800.01,291303.4381172374
KOI 1801.01,266334.57199290284
KOI 1802.01,355556.65361052525
KOI 1803.01,239701.1147936125
KOI 1805.01,319601.48639148334
KOI 221.02,287974.2559673261
KOI 2074.01,266001.6537779117
KOI 2075.01,412818.5865889994
KOI 2076.01,350229.9621706672
KOI 2078.01,198086.33791972144
KOI 2079.01,273325.85450771643
KOI 2080.02,332252.37856114627
KOI 2081.01,476073.0474373137
KOI 2082.01,351228.71681564057
KOI 2083.01,369539.21864015266
KOI 222.01,217728.51260419804
KOI 2084.01,329589.0328412172
KOI 2087.01,371203.80971510825
KOI 2090.01,153142.37889591913
KOI 2091.01,265668.73556292057
KOI 2389.01,372868.40079006396
KOI 2390.01,346234.9435907737
KOI 2392.01,313608.958521643
KOI 2393.01,237703.60550366572
KOI 2397.01,274657.527367681
KOI 2398.01,419476.9508888219
KOI 2399.01,274324.60915268987
KOI 2400.01,333916.96963610186
KOI 2401.01,217728.51260419804
KOI 2402.01,227050.22262394964
KOI 2403.01,376197.58293997514
KOI 2404.01,319601.48639148334
KOI 2406.01,386185.12938970904
KOI 2407.01,366210.03649024136
KOI 2408.01,318602.73174650996
KOI 2409.01,279318.3823775568
KOI 2410.01,348898.28931070265
KOI 2681.01,280982.97345251247
KOI 2681.02,280982.97345251247
KOI 2682.01,332918.2149911285
KOI 2683.01,310945.61280171404
KOI 2686.01,224386.87690402064
KOI 2687.01,373534.2372200462
KOI 2687.02,373534.2372200462
KOI 2688.01,69912.82514813698
KOI 2689.01,346234.9435907737
KOI 2690.01,287974.2559673261
KOI 197.01,246359.4790934351
KOI 1805.02,319601.48639148334
KOI 1805.03,319601.48639148334
KOI 1808.01,372868.40079006396
KOI 1809.01,298960.5570620334
KOI 1809.02,298960.5570620334
KOI 1812.01,372868.40079006396
KOI 1813.01,279651.3005925479
KOI 1814.01,462756.3188376686
KOI 1815.01,226384.3861939674
KOI 1816.01,272992.9362927253
KOI 1818.01,302289.7392119447
KOI 1819.01,297628.88420206885
KOI 1820.01,299626.39349201566
KOI 1820.02,299626.39349201566
KOI 1822.01,379526.76508988644
KOI 1824.01,386185.12938970904
KOI 1824.02,386185.12938970904
KOI 1825.01,309613.93994174956
KOI 2092.01,352893.3078905962
KOI 2092.02,352893.3078905962
KOI 2093.01,369539.21864015266
KOI 222.02,217728.51260419804
KOI 2094.01,269996.6723578052
KOI 2095.01,319268.56817649223
KOI 2096.01,243030.2969435238
KOI 2097.01,372868.40079006396
KOI 2098.01,400500.6126343276
KOI 2099.01,362880.8543403301
KOI 2100.01,342905.7614408624
KOI 2101.01,196088.82862977468
KOI 2102.01,269663.7541428141
KOI 2103.01,315273.54959659866
KOI 223.01,285976.74667737936
KOI 2104.01,349564.1257406849
KOI 2105.01,366210.03649024136
KOI 2106.01,322597.75032640353
KOI 2107.01,305618.921361856
KOI 2108.01,346234.9435907737
KOI 2109.01,376197.58293997514
KOI 2410.02,348898.28931070265
KOI 2411.01,325926.93247631483
KOI 2413.01,222722.285829065
KOI 2413.02,222722.285829065
KOI 2414.01,330920.7057011817
KOI 2414.02,330920.7057011817
KOI 2415.01,352893.3078905962
KOI 2416.01,339576.5792909511
KOI 2417.01,217728.51260419804
KOI 2418.01,180774.5907401828
KOI 2419.01,352893.3078905962
KOI 2420.01,326259.8506913059
KOI 2421.01,242364.46051354156
KOI 2422.01,271661.26343276084
KOI 2423.01,402831.0401392655
KOI 2424.01,254016.59803823102
KOI 2426.01,294632.6202671487
KOI 2691.01,223055.2040440561
KOI 2693.01,216063.92152924242
KOI 2693.02,216063.92152924242
KOI 2693.03,216063.92152924242
KOI 2694.01,223055.2040440561
KOI 2694.02,223055.2040440561
KOI 260.01,369539.21864015266
KOI 2696.01,479402.229587225
KOI 2696.02,479402.229587225
KOI 2698.01,327258.6053362793
KOI 1826.01,346234.9435907737
KOI 199.01,386185.12938970904
KOI 1828.01,294632.6202671487
KOI 1829.01,274324.60915268987
KOI 1830.01,257012.8619731512
KOI 1831.01,282980.4827424592
KOI 1831.02,282980.4827424592
KOI 1831.03,282980.4827424592
KOI 1831.04,282980.4827424592
KOI 1832.01,305618.921361856
KOI 1832.02,305618.921361856
KOI 1832.03,305618.921361856
KOI 1833.01,209405.55722941982
KOI 1835.01,304287.24850189144
KOI 1835.02,304287.24850189144
KOI 1835.03,304287.24850189144
KOI 1837.01,263005.38984299154
KOI 1838.01,213733.4940243045
KOI 1839.01,335581.56071105757
KOI 1840.01,349564.1257406849
KOI 2110.01,392843.4936895316
KOI 2111.01,341241.17036590667
KOI 2111.02,341241.17036590667
KOI 2113.01,316272.3042415721
KOI 223.02,285976.74667737936
KOI 2113.02,316272.3042415721
KOI 2114.01,192759.64647986338
KOI 2115.01,326259.8506913059
KOI 2116.01,369539.21864015266
KOI 2117.01,209072.63901442869
KOI 2119.01,250021.57945833748
KOI 2120.01,306284.75779183826
KOI 2121.01,303954.33028690034
KOI 2122.01,320267.3228214656
KOI 2123.01,346234.9435907737
KOI 2124.01,194091.3193398279
KOI 2125.01,372868.40079006396
KOI 2126.01,259676.2076930802
KOI 2128.01,316272.3042415721
KOI 2129.01,352227.47146061395
KOI 2430.01,336247.3971410398
KOI 2432.01,293633.86562217533
KOI 2433.01,366210.03649024136
KOI 2433.02,366210.03649024136
KOI 2436.01,270995.42700277857
KOI 2437.01,366210.03649024136
KOI 2439.01,362880.8543403301
KOI 2440.01,295964.2931271132
KOI 2442.01,260009.12590807138
KOI 2443.01,376197.58293997514
KOI 2443.02,376197.58293997514
KOI 2444.01,297628.88420206885
KOI 2699.01,269663.7541428141
KOI 2700.01,210404.31187439323
KOI 2703.01,209738.47544441096
KOI 260.02,369539.21864015266
KOI 2704.01,69912.82514813698
KOI 2704.02,69912.82514813698
KOI 2705.01,69912.82514813698
KOI 2706.01,422806.13303873315
KOI 2707.01,308615.1852967761
KOI 2707.02,308615.1852967761
KOI 2707.03,308615.1852967761
KOI 1841.01,258677.45304810684
KOI 1842.01,281981.72809748584
KOI 1843.01,169455.3714304844
KOI 1843.02,169455.3714304844
KOI 1845.01,226384.3861939674
KOI 1845.02,226384.3861939674
KOI 1847.01,266334.57199290284
KOI 1848.01,372868.40079006396
KOI 1849.01,270662.50878778746
KOI 1850.01,337911.98821599537
KOI 1851.01,340908.25215091556
KOI 1852.01,335914.4789260486
KOI 201.01,348565.37109571154
KOI 1853.01,366210.03649024136
KOI 1854.01,298960.5570620334
KOI 1856.01,303288.49385691807
KOI 1857.01,329589.0328412172
KOI 1858.01,298627.6388470423
KOI 1858.02,298627.6388470423
KOI 2130.01,187100.03682501422
KOI 2131.01,416147.7687389106
KOI 2132.01,299626.39349201566
KOI 2133.01,499377.3224866927
KOI 2134.01,302955.57564192696
KOI 225.01,378195.0922299219
KOI 2135.01,379526.76508988644
KOI 2137.01,301956.8209969535
KOI 2138.01,739078.4372803053
KOI 2140.01,317936.8953165277
KOI 2143.01,303288.49385691807
KOI 2144.01,302622.6574269358
KOI 2145.01,342905.7614408624
KOI 2146.01,238702.36014863913
KOI 2147.01,331586.542131164
KOI 226.01,276322.1184426366
KOI 2148.01,356222.4900405075
KOI 2148.02,356222.4900405075
KOI 2148.03,356222.4900405075
KOI 2445.01,342905.7614408624
KOI 2448.01,309613.93994174956
KOI 2449.01,346234.9435907737
KOI 2450.01,312943.1220916608
KOI 2451.01,266334.57199290284
KOI 2453.01,143154.83244618523
KOI 2457.01,446110.4080881122
KOI 2458.01,272992.9362927253
KOI 2460.01,215731.00331425128
KOI 2461.01,322930.66854139464
KOI 2462.01,356222.4900405075
KOI 2463.01,355556.65361052525
KOI 2466.01,211403.06651936658
KOI 2708.01,225385.631548994
KOI 260.03,369539.21864015266
KOI 2711.01,342905.7614408624
KOI 2711.02,342905.7614408624
KOI 2712.01,396172.6758394429
KOI 2714.01,399501.8579893542
KOI 2714.02,399501.8579893542
KOI 2715.01,196421.7468447658
KOI 2715.02,196421.7468447658
KOI 1860.01,359551.6721904188
KOI 1860.02,359551.6721904188
KOI 1860.03,359551.6721904188
KOI 1861.01,363213.77255532116
KOI 1862.01,314940.6313816075
KOI 1863.01,366210.03649024136
KOI 1864.01,399501.8579893542
KOI 1866.01,344570.35251581797
KOI 1867.01,182106.2636001473
KOI 1867.02,182106.2636001473
KOI 1867.03,182106.2636001473
KOI 1868.01,186101.28218004084
KOI 1870.01,249688.66124334635
KOI 1871.01,214399.33045428677
KOI 1872.01,299293.4752770245
KOI 1873.01,356222.4900405075
KOI 1874.01,200416.76542465933
KOI 1874.02,200416.76542465933
KOI 1875.01,336247.3971410398
KOI 2149.01,392843.4936895316
KOI 2150.01,336580.3153560309
KOI 2152.01,309613.93994174956
KOI 2153.01,399501.8579893542
KOI 2153.02,399501.8579893542
KOI 2154.01,324928.1778313414
KOI 227.01,232709.83227879883
KOI 2155.01,292968.02919219306
KOI 2156.01,179109.99966522714
KOI 2158.01,302622.6574269358
KOI 2159.01,330254.86927119945
KOI 2160.01,326259.8506913059
KOI 2160.02,326259.8506913059
KOI 2162.01,360883.3450503833
KOI 2163.01,334582.8060660841
KOI 2164.01,303288.49385691807
KOI 2166.01,299626.39349201566
KOI 2167.01,366210.03649024136
KOI 2466.02,211403.06651936658
KOI 2467.01,333584.05142111075
KOI 2468.01,352893.3078905962
KOI 2469.01,231711.07763382542
KOI 2470.01,318269.8135315188
KOI 2471.01,280650.0552375213
KOI 2472.01,349564.1257406849
KOI 2473.01,316272.3042415721
KOI 2474.01,300958.06635198015
KOI 2477.01,322930.66854139464
KOI 2479.01,324595.25961635023
KOI 2481.01,602914.8873489336
KOI 2482.01,320933.1592514479
KOI 2483.01,281315.8916675036
KOI 2484.01,340908.25215091556
KOI 2715.03,196421.7468447658
KOI 2716.01,319601.48639148334
KOI 261.01,331253.62391617283
KOI 2716.02,319601.48639148334
KOI 2717.01,395506.8394094606
KOI 2719.01,224386.87690402064
KOI 2720.01,349564.1257406849
KOI 2721.01,313608.958521643
KOI 2722.01,402831.0401392655
KOI 2722.02,402831.0401392655
KOI 2722.03,402831.0401392655
KOI 1876.01,206409.2932944997
KOI 1877.01,305618.921361856
KOI 1878.01,368207.5457801881
KOI 1879.01,209738.47544441096
KOI 1880.01,182439.1818151384
KOI 1881.01,259676.2076930802
KOI 1882.01,355223.7353955341
KOI 1883.01,372868.40079006396
KOI 1884.01,316272.3042415721
KOI 1884.02,316272.3042415721
KOI 1885.01,342572.84322587115
KOI 1886.01,442781.2259382009
KOI 1888.01,429464.49733855575
KOI 1889.01,319268.56817649223
KOI 1889.02,319268.56817649223
KOI 205.01,263005.38984299154
KOI 1890.01,386518.0476047002
KOI 1891.01,263671.22627297376
KOI 1891.02,263671.22627297376
KOI 2167.02,366210.03649024136
KOI 2168.01,366210.03649024136
KOI 2168.02,366210.03649024136
KOI 2169.01,273991.69093769876
KOI 2169.02,273991.69093769876
KOI 2169.03,273991.69093769876
KOI 2169.04,273991.69093769876
KOI 2171.01,339909.4975059422
KOI 2172.01,302955.57564192696
KOI 2173.01,225385.631548994
KOI 2173.02,225385.631548994
KOI 2174.01,200416.76542465933
KOI 2174.02,200416.76542465933
KOI 2174.03,200416.76542465933
KOI 2175.01,322930.66854139464
KOI 2177.01,285976.74667737936
KOI 2179.01,156471.5610458304
KOI 2179.02,156471.5610458304
KOI 2180.01,309946.8581567406
KOI 2485.01,253683.67982323995
KOI 2486.01,379859.6833048776
KOI 2487.01,366210.03649024136
KOI 247.01,177112.49037528038
KOI 2488.01,393176.4119045228
KOI 2489.01,322930.66854139464
KOI 2490.01,251686.17053329313
KOI 2491.01,322597.75032640353
KOI 2492.01,351561.63503063173
KOI 2493.01,264004.1444879649
KOI 2494.01,339576.5792909511
KOI 2497.01,246692.3973084262
KOI 2498.01,280982.97345251247
KOI 2503.01,305951.8395768471
KOI 2722.04,402831.0401392655
KOI 2723.01,302955.57564192696
KOI 2729.01,352893.3078905962
KOI 2730.01,335248.64249606634
KOI 2732.01,379526.76508988644
KOI 2732.03,379526.76508988644
KOI 1892.01,312943.1220916608
KOI 1893.01,357221.24468548084
KOI 1894.01,736082.173345385
KOI 1895.01,217395.5943892069
KOI 1895.02,217395.5943892069
KOI 1895.03,217395.5943892069
KOI 1897.01,359551.6721904188
KOI 206.01,339576.5792909511
KOI 1898.01,343571.59787084465
KOI 1899.01,379526.76508988644
KOI 1900.01,206409.2932944997
KOI 1901.01,352893.3078905962
KOI 1902.01,177778.32680526262
KOI 1904.01,305951.8395768471
KOI 1905.01,248356.98838338186
KOI 1906.01,286309.66489237046
KOI 1907.01,184103.77289009406
KOI 1908.01,200083.84720966822
KOI 208.01,366210.03649024136
KOI 1908.02,200083.84720966822
KOI 2181.01,304953.0849318737
KOI 2182.01,319601.48639148334
KOI 2183.01,328923.19641123497
KOI 2183.02,328923.19641123497
KOI 2185.01,320933.1592514479
KOI 2186.01,299626.39349201566
KOI 2188.02,359551.6721904188
KOI 2189.01,312943.1220916608
KOI 2191.01,179109.99966522714
KOI 232.01,356222.4900405075
KOI 2193.01,208739.72079943758
KOI 2194.01,349231.20752569375
KOI 2195.01,400167.69441933645
KOI 2200.01,310945.61280171404
KOI 2201.01,346234.9435907737
KOI 2202.01,277320.87308761006
KOI 2204.01,426135.31518864445
KOI 2205.01,289638.84704228176
KOI 2206.01,346234.9435907737
KOI 2208.01,298960.5570620334
KOI 232.02,356222.4900405075
KOI 2504.01,336247.3971410398
KOI 2506.01,349564.1257406849
KOI 2507.01,356222.4900405075
KOI 2508.01,296963.04777208663
KOI 2509.01,274324.60915268987
KOI 2512.01,306284.75779183826
KOI 2513.01,386185.12938970904
KOI 2516.01,319601.48639148334
KOI 2517.01,330254.86927119945
KOI 2519.01,214732.24866927788
KOI 2520.01,225052.71333400288
KOI 248.03,182772.10003012957
KOI 2521.01,296297.21134210436
KOI 2521.02,296297.21134210436
KOI 2733.01,229713.56834387864
KOI 2734.01,312943.1220916608
KOI 2735.01,260342.0441230625
KOI 2736.01,206076.37507950852
KOI 2739.01,301290.9845669713
KOI 2739.02,301290.9845669713
KOI 263.01,337579.07000100426
KOI 2743.01,309613.93994174956
KOI 1909.01,352893.3078905962
KOI 1909.02,352893.3078905962
KOI 1909.03,352893.3078905962
KOI 1910.01,264337.062702956
KOI 1911.01,269663.7541428141
KOI 1913.01,280982.97345251247
KOI 1914.01,305618.921361856
KOI 1915.01,344570.35251581797
KOI 1916.01,351894.5532456228
KOI 209.01,392510.5754745405
KOI 1916.02,351894.5532456228
KOI 1916.03,351894.5532456228
KOI 1917.01,383521.78366978
KOI 1920.01,297961.80241706
KOI 1921.01,426135.31518864445
KOI 1922.01,351561.63503063173
KOI 1922.02,351561.63503063173
KOI 1923.01,302289.7392119447
KOI 1925.01,292968.02919219306
KOI 3119.01,153142.37889591913
KOI 3120.01,359551.6721904188
KOI 3122.01,409489.4044390881
KOI 3123.01,362880.8543403301
KOI 3125.01,416147.7687389106
KOI 3127.01,366210.03649024136
KOI 3128.01,321266.077466439
KOI 3130.01,252684.92517826654
KOI 3130.02,252684.92517826654
KOI 438.02,211403.06651936658
KOI 439.01,286309.66489237046
KOI 440.01,245360.7244484617
KOI 440.02,245360.7244484617
KOI 442.01,342239.92501088005
KOI 442.02,342239.92501088005
KOI 442.03,342239.92501088005
KOI 443.01,333916.96963610186
KOI 444.01,336247.3971410398
KOI 446.01,218061.43081918915
KOI 446.02,218061.43081918915
KOI 584.02,301290.9845669713
KOI 584.03,301290.9845669713
KOI 585.01,309613.93994174956
KOI 586.01,338577.82464597764
KOI 587.01,263005.38984299154
KOI 588.01,221390.61296910045
KOI 94.01,425469.47875866224
KOI 590.01,379193.84687489533
KOI 590.02,379193.84687489533
KOI 592.01,346234.9435907737
KOI 593.01,341241.17036590667
KOI 593.02,341241.17036590667
KOI 593.03,341241.17036590667
KOI 2935.01,393509.3301195139
KOI 2936.01,315606.46781158977
KOI 2942.01,322930.66854139464
KOI 2942.02,322930.66854139464
KOI 2943.01,332918.2149911285
KOI 2945.01,319934.40460647445
KOI 2946.01,346234.9435907737
KOI 2948.01,319601.48639148334
KOI 2949.01,392843.4936895316
KOI 2951.01,324928.1778313414
KOI 3131.01,324595.25961635023
KOI 3136.01,242364.46051354156
KOI 3140.01,190429.2189749255
KOI 3141.01,292968.02919219306
KOI 3142.01,384853.4565297445
KOI 3144.01,163129.92534565294
KOI 3145.01,238702.36014863913
KOI 3145.02,238702.36014863913
KOI 3146.01,322597.75032640353
KOI 3147.01,322597.75032640353
KOI 448.01,209072.63901442869
KOI 448.02,209072.63901442869
KOI 452.01,362880.8543403301
KOI 454.01,269330.835927823
KOI 456.01,330587.7874861906
KOI 456.02,330587.7874861906
KOI 457.01,260674.96233805362
KOI 457.02,260674.96233805362
KOI 458.01,316272.3042415721
KOI 459.01,317271.0588865454
KOI 596.01,172784.55358039567
KOI 597.01,350562.88038565824
KOI 94.02,425469.47875866224
KOI 597.02,350562.88038565824
KOI 597.03,350562.88038565824
KOI 598.01,280650.0552375213
KOI 598.02,280650.0552375213
KOI 599.01,356222.4900405075
KOI 600.01,349564.1257406849
KOI 601.01,356222.4900405075
KOI 601.02,356222.4900405075
KOI 601.03,356222.4900405075
KOI 602.01,373534.2372200462
KOI 2956.01,439452.0437882896
KOI 2958.01,382855.94723979774
KOI 2959.01,226384.3861939674
KOI 279.01,392843.4936895316
KOI 2961.01,466085.5009875799
KOI 2962.01,359551.6721904188
KOI 2963.01,370870.8915001172
KOI 2963.02,370870.8915001172
KOI 2964.01,326925.68712128815
KOI 288.01,469414.68313749117
KOI 289.01,332918.2149911285
KOI 289.02,314274.7949516253
KOI 291.01,339576.5792909511
KOI 291.02,339576.5792909511
KOI 292.01,312610.20387666964
KOI 294.01,352893.3078905962
KOI 295.01,336247.3971410398
KOI 295.02,336247.3971410398
KOI 296.01,346234.9435907737
KOI 297.01,376197.58293997514
KOI 459.02,317271.0588865454
KOI 75.01,410488.15908406145
KOI 460.01,279651.3005925479
KOI 463.01,164794.5164206086
KOI 464.01,281648.8098824947
KOI 464.02,281648.8098824947
KOI 466.01,357887.0811154631
KOI 467.01,324595.25961635023
KOI 468.01,252352.0069632754
KOI 469.01,369539.21864015266
KOI 470.01,313941.8767366341
KOI 94.03,425469.47875866224
KOI 605.01,213400.57580931336
KOI 605.02,213400.57580931336
KOI 607.01,336247.3971410398
KOI 610.01,191095.05540490776
KOI 611.01,385519.29295972676
KOI 94.04,425469.47875866224
KOI 612.01,260674.96233805362
KOI 612.02,260674.96233805362
KOI 2967.01,332918.2149911285
KOI 2968.01,400167.69441933645
KOI 279.02,392843.4936895316
KOI 2970.01,396172.6758394429
KOI 2971.01,366210.03649024136
KOI 2972.01,352893.3078905962
KOI 2975.01,345902.02537578245
KOI 2976.01,287641.337752335
KOI 298.01,332918.2149911285
KOI 298.02,332918.2149911285
KOI 299.01,328923.19641123497
KOI 301.01,379526.76508988644
KOI 301.02,379526.76508988644
KOI 302.01,469414.68313749117
KOI 303.01,303954.33028690034
KOI 304.01,396172.6758394429
KOI 304.02,396172.6758394429
KOI 305.01,262339.5534130093
KOI 306.01,311944.3674466874
KOI 307.01,379193.84687489533
KOI 46.01,375198.8282950018
KOI 471.01,319601.48639148334
KOI 471.02,319601.48639148334
KOI 473.01,302955.57564192696
KOI 474.01,382855.94723979774
KOI 474.02,382855.94723979774
KOI 474.03,382855.94723979774
KOI 474.04,382855.94723979774
KOI 475.01,263005.38984299154
KOI 475.02,263005.38984299154
KOI 476.01,252684.92517826654
KOI 477.01,249688.66124334635
KOI 478.01,172784.55358039567
KOI 614.01,333916.96963610186
KOI 617.01,320933.1592514479
KOI 618.01,297295.96598707774
KOI 620.02,346234.9435907737
KOI 622.01,266001.6537779117
KOI 623.01,287641.337752335
KOI 623.02,287641.337752335
KOI 623.03,287641.337752335
KOI 623.04,287641.337752335
KOI 2977.01,372868.40079006396
KOI 2977.02,372868.40079006396
KOI 280.01,320600.2410364567
KOI 2980.01,359551.6721904188
KOI 2981.01,309613.93994174956
KOI 2982.01,293300.9474071842
KOI 2984.01,346234.9435907737
KOI 307.02,379193.84687489533
KOI 308.01,410821.07729905256
KOI 312.01,400833.53084931866
KOI 312.02,400833.53084931866
KOI 313.01,302289.7392119447
KOI 313.02,302289.7392119447
KOI 314.01,175114.9810853336
KOI 314.02,175114.9810853336
KOI 46.02,375198.8282950018
KOI 314.03,175114.9810853336
KOI 315.01,233375.66870878107
KOI 316.01,360883.3450503833
KOI 316.02,360883.3450503833
KOI 316.03,360883.3450503833
KOI 479.01,324928.1778313414
KOI 480.01,279651.3005925479
KOI 481.01,292635.11097720196
KOI 481.02,292635.11097720196
KOI 481.03,292635.11097720196
KOI 483.01,308615.1852967761
KOI 484.01,277653.79130260117
KOI 486.01,335914.4789260486
KOI 487.01,305286.0031468648
KOI 488.01,314607.71316661645
KOI 624.01,318935.64996150107
KOI 635.01,392843.4936895316
KOI 638.01,333916.96963610186
KOI 638.02,333916.96963610186
KOI 639.01,392843.4936895316
KOI 640.01,291303.4381172374
KOI 100.01,595923.60483412
KOI 641.01,191760.89183489
KOI 645.01,419476.9508888219
KOI 645.02,419476.9508888219
KOI 2989.01,288307.1741823173
KOI 2990.01,350895.79860064946
KOI 42.01,389514.3115396203
KOI 281.01,412818.5865889994
KOI 2992.01,186767.1186100231
KOI 2994.01,290637.6016872552
KOI 2995.01,382855.94723979774
KOI 2996.01,292302.1927622108
KOI 2998.01,331919.4603461551
KOI 317.01,462756.3188376686
KOI 318.01,446443.32630310336
KOI 319.01,406826.058719159
KOI 321.01,328590.2781962438
KOI 5.01,381191.35616484215
KOI 321.02,328590.2781962438
KOI 323.01,318935.64996150107
KOI 326.01,645861.3370827893
KOI 326.02,645861.3370827893
KOI 327.01,401832.2854942921
KOI 490.01,237370.6872886746
KOI 82.01,266334.57199290284
KOI 490.02,237370.6872886746
KOI 490.03,237370.6872886746
KOI 490.04,237370.6872886746
KOI 492.01,276322.1184426366
KOI 494.01,261007.88055304473
KOI 496.01,266334.57199290284
KOI 497.01,372868.40079006396
KOI 82.02,266334.57199290284
KOI 497.02,372868.40079006396
KOI 499.01,259343.28947808914
KOI 102.02,370205.0550701349
KOI 657.02,227383.14083894077
KOI 658.01,336247.3971410398
KOI 658.02,336247.3971410398
KOI 658.03,336247.3971410398
KOI 659.01,432793.67948846705
KOI 660.01,301623.9027819624
KOI 661.01,349564.1257406849
KOI 661.02,349564.1257406849
KOI 662.01,356222.4900405075
KOI 663.01,197087.58327474806
KOI 103.01,302289.7392119447
KOI 663.02,197087.58327474806
KOI 664.01,339909.4975059422
KOI 282.01,321266.077466439
KOI 3004.01,362880.8543403301
KOI 3007.01,332918.2149911285
KOI 3008.01,376197.58293997514
KOI 3010.01,185768.3639650497
KOI 3013.01,320267.3228214656
KOI 327.02,401832.2854942921
KOI 49.01,365877.1182752502
KOI 330.01,342905.7614408624
KOI 330.02,342905.7614408624
KOI 331.01,344237.43430082686
KOI 332.01,377196.3375849486
KOI 333.01,406160.2222891768
