NAME,MASS
KOI 3341.01,1.7394697390023343e+25
KOI 327.02,1.7394697390023343e+25
KOI 4891.01,1.7288219540089711e+25
KOI 647.01,1.7182078072910418e+25
KOI 2122.01,1.7182078072910418e+25
KOI 2005.01,1.7182078072910418e+25
KOI 4208.01,1.7182078072910418e+25
KOI 4504.02,1.7182078072910418e+25
KOI 4556.01,1.7203279458619444e+25
KOI 3455.01,1.7182078072910418e+25
KOI 5795.01,1.7182078072910418e+25
KOI 904.05,1.7182078072910418e+25
KOI 4762.01,1.7182078072910418e+25
KOI 5840.01,1.7182078072910418e+25
KOI 5656.01,1.7097407054212427e+25
KOI 4389.01,1.7055152252570985e+25
KOI 4002.01,1.7118554631233703e+25
KOI 749.02,1.6970804045315116e+25
KOI 4561.01,1.6970804045315116e+25
KOI 456.02,1.6970804045315116e+25
KOI 2130.01,1.6970804045315116e+25
Kepler-11 c,1.7324441319e+25
KOI 907.03,1.6970804045315116e+25
KOI 1533.01,1.6970804045315116e+25
KOI 1603.01,1.6970804045315116e+25
KOI 260.01,1.6970804045315116e+25
KOI 2418.01,1.6970804045315116e+25
KOI 2474.01,1.6970804045315116e+25
KOI 3355.01,1.6970804045315116e+25
KOI 571.04,1.6970804045315116e+25
KOI 2390.01,1.6970804045315116e+25
KOI 5300.01,1.6907684096100666e+25
KOI 2982.01,1.6760874822531575e+25
KOI 3370.02,1.680275310606145e+25
KOI 5435.01,1.6760874822531575e+25
KOI 297.01,1.6760874822531575e+25
KOI 1175.02,1.6760874822531575e+25
KOI 1339.01,1.6760874822531575e+25
KOI 1960.01,1.6760874822531575e+25
KOI 2615.01,1.6760874822531575e+25
KOI 4410.01,1.6760874822531575e+25
KOI 398.03,1.6760874822531575e+25
KOI 1341.01,1.6760874822531575e+25
KOI 1332.02,1.655228991710135e+25
KOI 719.01,1.655228991710135e+25
KOI 500.04,1.655228991710135e+25
KOI 571.01,1.655228991710135e+25
KOI 5081.01,1.655228991710135e+25
KOI 5909.01,1.655228991710135e+25
KOI 3077.01,1.655228991710135e+25
KOI 1338.02,1.655228991710135e+25
KOI 1432.04,1.655228991710135e+25
KOI 2931.01,1.655228991710135e+25
KOI 4498.01,1.655228991710135e+25
KOI 3429.02,1.655228991710135e+25
KOI 292.01,1.655228991710135e+25
KOI 2025.03,1.655228991710135e+25
KOI 3426.01,1.655228991710135e+25
KOI 730.04,1.655228991710135e+25
KOI 1534.01,1.655228991710135e+25
KOI 2802.01,1.655228991710135e+25
KOI 5068.01,1.646923225406798e+25
KOI 2458.02,1.6510734211005666e+25
KOI 4504.01,1.6448501430302344e+25
KOI 3935.01,1.6365712488423097e+25
KOI 5004.01,1.634504883878099e+25
KOI 1590.01,1.634504883878099e+25
KOI 5959.01,1.634504883878099e+25
KOI 2791.01,1.634504883878099e+25
KOI 2263.02,1.634504883878099e+25
KOI 2597.01,1.634504883878099e+25
KOI 2409.01,1.634504883878099e+25
KOI 2532.01,1.634504883878099e+25
KOI 1440.01,1.634504883878099e+25
KOI 2833.01,1.634504883878099e+25
KOI 3428.01,1.634504883878099e+25
KOI 1576.03,1.634504883878099e+25
KOI 2972.01,1.634504883878099e+25
KOI 1163.02,1.634504883878099e+25
KOI 2587.01,1.634504883878099e+25
KOI 295.02,1.634504883878099e+25
KOI 1662.01,1.634504883878099e+25
KOI 2195.03,1.6221349023806158e+25
KOI 4109.01,1.6200779397166847e+25
KOI 1874.02,1.6139151094508985e+25
KOI 1110.01,1.6139151094508985e+25
KOI 3354.01,1.6139151094508985e+25
KOI 1833.01,1.6139151094508985e+25
KOI 601.03,1.6139151094508985e+25
KOI 1573.02,1.6139151094508985e+25
KOI 490.01,1.6139151094508985e+25
KOI 1052.02,1.6139151094508985e+25
KOI 2333.02,1.6139151094508985e+25
KOI 939.04,1.6139151094508985e+25
HD 20794 b,1.6113868173e+25
KOI 3255.01,1.611863518438667e+25
KOI 5225.01,1.6139151094508985e+25
KOI 2387.01,1.6139151094508985e+25
KOI 2625.01,1.6139151094508985e+25
KOI 5248.01,1.5954991265462722e+25
KOI 4403.01,1.599582169183137e+25
KOI 3685.02,1.5934596188372119e+25
KOI 313.02,1.5934596188372119e+25
KOI 938.03,1.5934596188372119e+25
KOI 2148.03,1.5934596188372119e+25
KOI 1860.03,1.5934596188372119e+25
KOI 657.01,1.5934596188372119e+25
KOI 5143.01,1.5934596188372119e+25
KOI 3319.02,1.5934596188372119e+25
KOI 3051.01,1.5934596188372119e+25
KOI 2579.02,1.589384630387782e+25
KOI 778.01,1.5934596188372119e+25
KOI 1608.02,1.5934596188372119e+25
KOI 2038.04,1.5934596188372119e+25
KOI 4345.01,1.585315010896196e+25
KOI 2530.01,1.5934596188372119e+25
KOI 3451.01,1.5934596188372119e+25
KOI 4742.01,1.5934596188372119e+25
KOI 1422.04,1.5934596188372119e+25
KOI 2535.01,1.573138362157123e+25
KOI 2631.01,1.573138362157123e+25
KOI 2377.01,1.573138362157123e+25
KOI 156.01,1.573138362157123e+25
KOI 2087.01,1.573138362157123e+25
KOI 2350.01,1.573138362157123e+25
KOI 499.01,1.573138362157123e+25
KOI 4986.01,1.573138362157123e+25
KOI 2747.01,1.573138362157123e+25
KOI 2876.01,1.573138362157123e+25
KOI 4643.01,1.573138362157123e+25
KOI 3104.01,1.573138362157123e+25
KOI 2356.01,1.573138362157123e+25
KOI 2188.02,1.573138362157123e+25
KOI 1945.02,1.573138362157123e+25
KOI 1985.01,1.573138362157123e+25
KOI 1606.01,1.573138362157123e+25
KOI 4834.01,1.573138362157123e+25
KOI 1331.01,1.573138362157123e+25
KOI 2450.01,1.573138362157123e+25
KOI 5079.01,1.573138362157123e+25
KOI 2473.03,1.573138362157123e+25
KOI 2213.01,1.573138362157123e+25
KOI 1909.03,1.573138362157123e+25
KOI 4782.01,1.573138362157123e+25
KOI 4714.01,1.573138362157123e+25
KOI 2396.01,1.573138362157123e+25
KOI 4503.01,1.573138362157123e+25
KOI 3090.01,1.573138362157123e+25
KOI 2179.02,1.573138362157123e+25
KOI 853.02,1.573138362157123e+25
KOI 5506.01,1.5569779715395632e+25
KOI 3500.01,1.5610100195779016e+25
KOI 5665.01,1.5529512892386328e+25
KOI 2051.02,1.5529512892386328e+25
KOI 2354.01,1.5529512892386328e+25
KOI 2158.01,1.5529512892386328e+25
KOI 904.01,1.5529512892386328e+25
KOI 4571.01,1.5469213256594832e+25
KOI 3130.01,1.5529512892386328e+25
KOI 1601.01,1.5529512892386328e+25
KOI 3115.01,1.5529512892386328e+25
KOI 1148.02,1.5529512892386328e+25
KOI 1915.01,1.5529512892386328e+25
KOI 3277.01,1.5328983496141089e+25
KOI 2252.01,1.5328983496141089e+25
KOI 2551.01,1.5328983496141089e+25
KOI 5960.01,1.5328983496141089e+25
KOI 1141.01,1.5328983496141089e+25
KOI 2163.02,1.5328983496141089e+25
KOI 4457.01,1.5328983496141089e+25
KOI 343.03,1.5328983496141089e+25
KOI 1358.02,1.5328983496141089e+25
KOI 2964.01,1.5328983496141089e+25
KOI 117.03,1.5328983496141089e+25
KOI 2031.01,1.5328983496141089e+25
KOI 511.02,1.5328983496141089e+25
KOI 1931.01,1.5328983496141089e+25
KOI 3013.01,1.5328983496141089e+25
KOI 825.02,1.5328983496141089e+25
KOI 5948.01,1.5169525397809463e+25
KOI 4087.01,1.524914719724966e+25
KOI 700.03,1.5129794925166648e+25
KOI 305.01,1.5129794925166648e+25
KOI 3936.02,1.5129794925166648e+25
KOI 4780.01,1.5129794925166648e+25
KOI 1116.01,1.5129794925166648e+25
KOI 266.01,1.5129794925166648e+25
KOI 2063.01,1.5129794925166648e+25
KOI 5509.01,1.5129794925166648e+25
KOI 899.01,1.5129794925166648e+25
KOI 2547.01,1.5129794925166648e+25
WASP-8 b,1.512979095e+25
KOI 2485.01,1.5129794925166648e+25
KOI 1432.02,1.5129794925166648e+25
KOI 4343.01,1.5109949793823656e+25
KOI 2494.01,1.5129794925166648e+25
KOI 2021.01,1.5129794925166648e+25
KOI 3315.01,1.5090118065116547e+25
KOI 1525.02,1.4991160443164536e+25
KOI 1279.01,1.4931946668764769e+25
KOI 2801.01,1.4931946668764769e+25
KOI 4126.01,1.4931946668764769e+25
KOI 1898.01,1.4931946668764769e+25
KOI 1717.01,1.4931946668764769e+25
KOI 2038.03,1.4931946668764769e+25
KOI 2248.02,1.4931946668764769e+25
KOI 720.04,1.4931946668764769e+25
KOI 497.02,1.4931946668764769e+25
KOI 756.03,1.4931946668764769e+25
KOI 4763.01,1.475502878239969e+25
KOI 3356.01,1.475502878239969e+25
KOI 1915.02,1.471586103678284e+25
KOI 1304.01,1.4735438213170285e+25
KOI 1586.01,1.4735438213170285e+25
KOI 3867.01,1.4735438213170285e+25
KOI 4153.01,1.471586103678284e+25
KOI 5186.01,1.4735438213170285e+25
KOI 2368.01,1.4735438213170285e+25
KOI 2416.01,1.4735438213170285e+25
KOI 2304.01,1.4735438213170285e+25
KOI 2045.01,1.4735438213170285e+25
KOI 4405.01,1.4735438213170285e+25
KOI 4900.01,1.4559725705697014e+25
KOI 5465.01,1.4637686249276185e+25
KOI 2297.01,1.454026904151285e+25
KOI 2223.01,1.454026904151285e+25
KOI 3437.02,1.454026904151285e+25
KOI 4149.02,1.454026904151285e+25
KOI 4139.01,1.454026904151285e+25
KOI 4192.01,1.454026904151285e+25
KOI 939.01,1.454026904151285e+25
KOI 939.02,1.454026904151285e+25
KOI 1364.05,1.454026904151285e+25
KOI 1702.01,1.454026904151285e+25
KOI 2921.01,1.454026904151285e+25
KOI 490.03,1.454026904151285e+25
KOI 4759.01,1.454026904151285e+25
KOI 3311.01,1.454026904151285e+25
KOI 899.03,1.454026904151285e+25
KOI 2378.01,1.454026904151285e+25
KOI 4364.01,1.4404447216954866e+25
KOI 2149.01,1.4346438633777947e+25
KOI 327.01,1.4346438633777947e+25
KOI 361.01,1.4346438633777947e+25
KOI 3344.01,1.4346438633777947e+25
KOI 2045.03,1.4346438633777947e+25
KOI 1413.01,1.4346438633777947e+25
KOI 3027.01,1.4346438633777947e+25
KOI 1239.02,1.4346438633777947e+25
KOI 1422.03,1.4346438633777947e+25
KOI 1655.01,1.4346438633777947e+25
KOI 2303.02,1.4346438633777947e+25
KOI 1960.02,1.4346438633777947e+25
KOI 3019.01,1.4346438633777947e+25
KOI 3094.01,1.4346438633777947e+25
KOI 542.02,1.4153946466767166e+25
KOI 442.03,1.4153946466767166e+25
KOI 2404.01,1.4153946466767166e+25
KOI 2175.02,1.4173135477613252e+25
KOI 3131.01,1.4153946466767166e+25
KOI 3410.01,1.4153946466767166e+25
KOI 2007.02,1.4153946466767166e+25
KOI 2708.01,1.4153946466767166e+25
KOI 733.03,1.4153946466767166e+25
KOI 2243.01,1.4153946466767166e+25
KOI 2407.01,1.4153946466767166e+25
HD 20794 c,1.4119055979e+25
KOI 2036.01,1.39627920140577e+25
KOI 5176.01,1.39627920140577e+25
KOI 5902.01,1.39627920140577e+25
Kepler-11 f,1.3728189597000002e+25
KOI 2242.01,1.39627920140577e+25
KOI 2033.01,1.39627920140577e+25
KOI 2485.03,1.39627920140577e+25
KOI 1900.01,1.39627920140577e+25
KOI 4204.01,1.398184727725542e+25
KOI 3470.01,1.39627920140577e+25
KOI 2283.01,1.39627920140577e+25
KOI 3347.01,1.39627920140577e+25
KOI 579.01,1.39627920140577e+25
KOI 3391.01,1.39627920140577e+25
KOI 1436.03,1.3772974745961057e+25
KOI 4477.01,1.3772974745961057e+25
KOI 2839.01,1.3772974745961057e+25
KOI 3077.02,1.3772974745961057e+25
KOI 1845.01,1.3772974745961057e+25
KOI 2090.01,1.3772974745961057e+25
KOI 4705.01,1.3772974745961057e+25
KOI 711.02,1.3772974745961057e+25
KOI 1758.01,1.3772974745961057e+25
KOI 1129.01,1.3772974745961057e+25
KOI 1369.01,1.3772974745961057e+25
KOI 4566.01,1.3772974745961057e+25
KOI 2430.01,1.3772974745961057e+25
KOI 69.01,1.3772974745961057e+25
KOI 2638.01,1.3772974745961057e+25
KOI 4755.01,1.3772974745961057e+25
KOI 4896.01,1.3772974745961057e+25
KOI 1890.01,1.3772974745961057e+25
KOI 583.01,1.3772974745961057e+25
KOI 2942.02,1.3772974745961057e+25
KOI 2016.01,1.3772974745961057e+25
KOI 321.01,1.3772974745961057e+25
KOI 2580.01,1.3772974745961057e+25
KOI 1893.01,1.3772974745961057e+25
KOI 2146.01,1.3772974745961057e+25
KOI 2716.01,1.3772974745961057e+25
KOI 2272.01,1.3772974745961057e+25
KOI 2586.01,1.3772974745961057e+25
KOI 3384.02,1.3735171707650298e+25
KOI 139.02,1.3584494129480995e+25
KOI 2564.01,1.3584494129480995e+25
KOI 1169.01,1.3584494129480995e+25
KOI 1965.01,1.3584494129480995e+25
KOI 3113.01,1.3584494129480995e+25
KOI 1306.02,1.3584494129480995e+25
KOI 1629.01,1.3584494129480995e+25
KOI 2206.01,1.3584494129480995e+25
KOI 2963.01,1.3584494129480995e+25
KOI 1515.02,1.3584494129480995e+25
KOI 663.01,1.3584494129480995e+25
KOI 2899.01,1.3584494129480995e+25
KOI 1880.01,1.3584494129480995e+25
KOI 1338.01,1.3584494129480995e+25
KOI 1194.02,1.3584494129480995e+25
KOI 3110.01,1.3584494129480995e+25
KOI 2942.01,1.3584494129480995e+25
KOI 2011.01,1.3584494129480995e+25
KOI 4710.01,1.35469583572399e+25
KOI 2943.01,1.339734962827057e+25
KOI 4927.01,1.3416003968560304e+25
KOI 2246.01,1.339734962827057e+25
KOI 2174.02,1.339734962827057e+25
KOI 474.04,1.339734962827057e+25
KOI 739.01,1.339734962827057e+25
KOI 3117.01,1.339734962827057e+25
KOI 1909.01,1.339734962827057e+25
KOI 2116.01,1.339734962827057e+25
KOI 1687.01,1.339734962827057e+25
KOI 4630.01,1.3267143177114857e+25
KOI 4733.01,1.3211540702588412e+25
KOI 936.02,1.3211540702588412e+25
KOI 2906.02,1.3211540702588412e+25
KOI 1315.01,1.3211540702588412e+25
KOI 1316.01,1.3211540702588412e+25
KOI 1316.02,1.3211540702588412e+25
KOI 1598.03,1.3211540702588412e+25
KOI 3041.01,1.3211540702588412e+25
KOI 4803.01,1.3174539138776527e+25
KOI 518.02,1.3211540702588412e+25
KOI 2218.01,1.3211540702588412e+25
KOI 1510.01,1.3211540702588412e+25
KOI 500.03,1.3211540702588412e+25
KOI 2389.01,1.3211540702588412e+25
KOI 661.02,1.3211540702588412e+25
KOI 3111.02,1.3211540702588412e+25
KOI 3425.02,1.3211540702588412e+25
KOI 269.01,1.3211540702588412e+25
KOI 1424.01,1.3211540702588412e+25
KOI 2607.01,1.3027066809254043e+25
KOI 687.01,1.3027066809254043e+25
KOI 2155.01,1.3027066809254043e+25
KOI 1577.01,1.3027066809254043e+25
KOI 4427.01,1.3027066809254043e+25
KOI 1531.01,1.3027066809254043e+25
KOI 1060.04,1.3027066809254043e+25
KOI 3127.01,1.3027066809254043e+25
KOI 632.01,1.3027066809254043e+25
KOI 577.02,1.3027066809254043e+25
KOI 1151.01,1.3027066809254043e+25
KOI 597.02,1.3027066809254043e+25
KOI 2442.02,1.3027066809254043e+25
KOI 1283.01,1.3027066809254043e+25
KOI 1428.01,1.3027066809254043e+25
KOI 874.02,1.3027066809254043e+25
KOI 1082.01,1.3027066809254043e+25
KOI 1306.03,1.3027066809254043e+25
KOI 2045.02,1.3027066809254043e+25
KOI 3911.01,1.2971984890927087e+25
KOI 1519.01,1.3027066809254043e+25
KOI 3179.01,1.2843927401602383e+25
KOI 884.03,1.2843927401602383e+25
KOI 4194.01,1.2771045171408653e+25
KOI 2355.01,1.2843927401602383e+25
KOI 1967.01,1.2843927401602383e+25
KOI 1198.04,1.2843927401602383e+25
KOI 2357.01,1.2843927401602383e+25
KOI 671.03,1.2843927401602383e+25
KOI 2706.01,1.2843927401602383e+25
KOI 2053.02,1.2843927401602383e+25
KOI 2248.01,1.2843927401602383e+25
KOI 2289.02,1.2843927401602383e+25
KOI 2342.01,1.266212192943726e+25
KOI 1475.01,1.266212192943726e+25
KOI 3145.01,1.266212192943726e+25
KOI 1908.01,1.266212192943726e+25
KOI 4069.01,1.266212192943726e+25
KOI 3933.01,1.2680242465311194e+25
KOI 2491.01,1.266212192943726e+25
KOI 5046.01,1.2698376335560628e+25
KOI 4188.01,1.262592085859398e+25
KOI 2135.03,1.262592085859398e+25
KOI 4633.01,1.262592085859398e+25
KOI 671.01,1.2481649838984052e+25
KOI 2462.01,1.2481649838984052e+25
KOI 1060.02,1.2481649838984052e+25
KOI 1627.02,1.2481649838984052e+25
KOI 2393.01,1.2481649838984052e+25
KOI 3194.01,1.2463675944504613e+25
KOI 2210.01,1.2481649838984052e+25
KOI 1637.01,1.2481649838984052e+25
KOI 2722.01,1.2481649838984052e+25
KOI 4895.01,1.2481649838984052e+25
KOI 1929.02,1.2481649838984052e+25
KOI 2282.01,1.2481649838984052e+25
KOI 2218.02,1.2481649838984052e+25
KOI 298.01,1.2481649838984052e+25
KOI 3497.01,1.22846699299947e+25
KOI 1526.01,1.2302510572841277e+25
KOI 2563.01,1.2302510572841277e+25
KOI 4123.01,1.2302510572841277e+25
KOI 1413.02,1.2302510572841277e+25
KOI 298.02,1.2302510572841277e+25
KOI 749.03,1.2302510572841277e+25
KOI 543.02,1.2302510572841277e+25
KOI 4774.01,1.2302510572841277e+25
KOI 2075.01,1.2302510572841277e+25
KOI 2722.02,1.2124703569931255e+25
KOI 3370.01,1.2124703569931255e+25
KOI 2160.02,1.2124703569931255e+25
KOI 239.02,1.2124703569931255e+25
KOI 271.03,1.2124703569931255e+25
KOI 880.04,1.2124703569931255e+25
KOI 1648.01,1.2124703569931255e+25
KOI 3020.01,1.2124703569931255e+25
KOI 1128.01,1.2124703569931255e+25
KOI 2705.01,1.2124703569931255e+25
KOI 2303.01,1.2124703569931255e+25
KOI 1713.01,1.2124703569931255e+25
KOI 555.01,1.2124703569931255e+25
KOI 4467.01,1.2124703569931255e+25
KOI 238.02,1.2124703569931255e+25
KOI 2989.01,1.2124703569931255e+25
KOI 4346.01,1.2124703569931255e+25
KOI 1367.01,1.2124703569931255e+25
KOI 85.03,1.2124703569931255e+25
KOI 564.03,1.2124703569931255e+25
KOI 1436.01,1.2124703569931255e+25
KOI 1809.02,1.2124703569931255e+25
KOI 3010.01,1.2124703569931255e+25
KOI 3271.02,1.2142424334444266e+25
KOI 1422.05,1.1948228265449694e+25
KOI 41.03,1.1948228265449694e+25
KOI 3007.01,1.1948228265449694e+25
KOI 520.02,1.1948228265449694e+25
KOI 2483.01,1.1948228265449694e+25
KOI 2602.01,1.1948228265449694e+25
KOI 2484.01,1.1948228265449694e+25
KOI 2647.01,1.1948228265449694e+25
KOI 2694.02,1.1948228265449694e+25
KOI 2827.01,1.1948228265449694e+25
KOI 1905.01,1.1948228265449694e+25
KOI 1438.01,1.1948228265449694e+25
KOI 3323.01,1.1948228265449694e+25
KOI 2923.01,1.1948228265449694e+25
KOI 4230.01,1.1948228265449694e+25
KOI 1240.01,1.1948228265449694e+25
KOI 3462.01,1.1948228265449694e+25
KOI 623.01,1.1948228265449694e+25
KOI 1837.02,1.1913092958396629e+25
KOI 4711.01,1.1948228265449694e+25
KOI 4341.01,1.1878010891982727e+25
KOI 1050.01,1.1948228265449694e+25
KOI 4706.01,1.1948228265449694e+25
KOI 1050.02,1.1948228265449694e+25
KOI 2171.01,1.1948228265449694e+25
KOI 3458.01,1.1948228265449694e+25
KOI 1501.01,1.1948228265449694e+25
KOI 1239.01,1.1773084090814255e+25
KOI 877.03,1.1773084090814255e+25
KOI 3401.01,1.1755642863487821e+25
KOI 2707.02,1.1773084090814255e+25
KOI 2890.01,1.1773084090814255e+25
KOI 2579.03,1.1773084090814255e+25
KOI 5249.01,1.1825487608554982e+25
KOI 2980.01,1.1773084090814255e+25
KOI 2626.01,1.1773084090814255e+25
KOI 2002.01,1.1773084090814255e+25
KOI 2224.01,1.1773084090814255e+25
KOI 568.01,1.1773084090814255e+25
KOI 2617.01,1.1773084090814255e+25
KOI 691.02,1.1773084090814255e+25
KOI 2121.01,1.1773084090814255e+25
KOI 4495.01,1.1599270473612027e+25
KOI 2699.01,1.1599270473612027e+25
KOI 1214.01,1.1599270473612027e+25
KOI 2816.01,1.1599270473612027e+25
KOI 582.03,1.1599270473612027e+25
KOI 2220.02,1.1599270473612027e+25
KOI 1616.01,1.1599270473612027e+25
KOI 571.03,1.1599270473612027e+25
KOI 736.02,1.1599270473612027e+25
GJ 581 e,1.1647689071999998e+25
KOI 1127.03,1.1599270473612027e+25
KOI 3049.01,1.1599270473612027e+25
KOI 2392.01,1.1599270473612027e+25
KOI 2327.01,1.1599270473612027e+25
KOI 5497.01,1.1478392314793727e+25
KOI 241.02,1.1426786837545864e+25
KOI 596.01,1.1426786837545864e+25
KOI 4992.01,1.1426786837545864e+25
KOI 3330.01,1.1426786837545864e+25
KOI 2597.03,1.1426786837545864e+25
KOI 2674.02,1.1426786837545864e+25
KOI 2556.01,1.1426786837545864e+25
KOI 2635.01,1.1426786837545864e+25
KOI 4131.01,1.1392449657078133e+25
KOI 1584.01,1.1426786837545864e+25
KOI 4234.01,1.1426786837545864e+25
KOI 2193.01,1.1426786837545864e+25
KOI 2488.01,1.1426786837545864e+25
KOI 5652.01,1.1426786837545864e+25
KOI 5347.01,1.1426786837545864e+25
Kepler-11 b,1.1350504547999998e+25
KOI 2168.01,1.1426786837545864e+25
KOI 2055.02,1.140961160059706e+25
KOI 1427.01,1.1426786837545864e+25
KOI 1931.02,1.1426786837545864e+25
KOI 1905.03,1.1426786837545864e+25
KOI 2332.01,1.1426786837545864e+25
KOI 1875.02,1.1341043581270394e+25
KOI 572.02,1.1255632602379603e+25
KOI 2543.01,1.1255632602379603e+25
KOI 1930.04,1.1255632602379603e+25
KOI 623.02,1.1255632602379603e+25
KOI 1641.01,1.1255632602379603e+25
KOI 1639.02,1.1255632602379603e+25
KOI 1632.01,1.1255632602379603e+25
KOI 4331.01,1.1289757125325972e+25
KOI 2333.01,1.1255632602379603e+25
KOI 2906.01,1.1255632602379603e+25
KOI 351.05,1.1255632602379603e+25
KOI 4393.01,1.1255632602379603e+25
KOI 3389.01,1.1289757125325972e+25
KOI 1002.01,1.1255632602379603e+25
KOI 4473.01,1.1255632602379603e+25
KOI 4372.01,1.1289757125325972e+25
KOI 2105.01,1.1255632602379603e+25
KOI 5194.01,1.1153577930839527e+25
KOI 3346.01,1.1238590273454479e+25
KOI 4715.01,1.1085807183882075e+25
KOI 2732.03,1.1085807183882075e+25
KOI 2521.02,1.1085807183882075e+25
KOI 2401.01,1.1085807183882075e+25
KOI 2331.01,1.1085807183882075e+25
KOI 1498.02,1.1085807183882075e+25
KOI 3242.01,1.105200150648586e+25
KOI 2175.01,1.1085807183882075e+25
KOI 2049.01,1.1085807183882075e+25
KOI 2374.01,1.1085807183882075e+25
KOI 624.03,1.1085807183882075e+25
KOI 4099.01,1.1085807183882075e+25
KOI 2174.01,1.1085807183882075e+25
KOI 4524.01,1.095090320189679e+25
KOI 2886.01,1.0917309993769957e+25
KOI 1913.01,1.0917309993769957e+25
KOI 82.02,1.0917309993769957e+25
KOI 1300.01,1.0917309993769957e+25
KOI 904.04,1.0917309993769957e+25
KOI 3434.01,1.0917309993769957e+25
KOI 2797.01,1.0917309993769957e+25
KOI 459.02,1.0917309993769957e+25
KOI 1596.01,1.0917309993769957e+25
KOI 4276.01,1.0900533304548703e+25
KOI 5785.01,1.0867019752817149e+25
KOI 3344.02,1.0917309993769957e+25
KOI 2325.01,1.0917309993769957e+25
KOI 2329.01,1.0917309993769957e+25
KOI 1278.04,1.0750140439649287e+25
KOI 392.02,1.0750140439649287e+25
KOI 2437.01,1.0750140439649287e+25
KOI 2668.01,1.0750140439649287e+25
KOI 2029.01,1.0750140439649287e+25
KOI 159.02,1.0750140439649287e+25
KOI 2604.01,1.0750140439649287e+25
KOI 2489.01,1.0750140439649287e+25
KOI 1686.01,1.0750140439649287e+25
KOI 2852.01,1.0750140439649287e+25
KOI 4318.01,1.0833559299397507e+25
KOI 435.04,1.0750140439649287e+25
KOI 2164.01,1.0750140439649287e+25
KOI 369.01,1.0750140439649287e+25
KOI 1306.01,1.0750140439649287e+25
KOI 4444.01,1.0750140439649287e+25
KOI 2114.01,1.0750140439649287e+25
KOI 2414.02,1.0750140439649287e+25
KOI 2383.01,1.0750140439649287e+25
KOI 5806.01,1.0750140439649287e+25
KOI 3480.01,1.0750140439649287e+25
KOI 5499.01,1.0733496481285473e+25
KOI 4505.01,1.0733496481285473e+25
KOI 1713.02,1.0584297924955767e+25
KOI 2603.01,1.0584297924955767e+25
KOI 1706.01,1.0584297924955767e+25
KOI 4184.01,1.0617360293517061e+25
KOI 2413.01,1.0584297924955767e+25
KOI 3438.01,1.0633911375888842e+25
KOI 4772.01,1.0584297924955767e+25
KOI 490.04,1.0584297924955767e+25
KOI 2493.01,1.0584297924955767e+25
KOI 4261.01,1.056778663756126e+25
KOI 4698.01,1.0584297924955767e+25
KOI 2963.02,1.0584297924955767e+25
KOI 4923.01,1.0584297924955767e+25
KOI 3209.01,1.0468997431575154e+25
KOI 4212.01,1.051833235568332e+25
KOI 2119.01,1.041978184889371e+25
KOI 5740.01,1.0370685591260776e+25
KOI 2017.01,1.041978184889371e+25
KOI 2817.01,1.041978184889371e+25
KOI 1750.01,1.041978184889371e+25
KOI 3146.01,1.041978184889371e+25
KOI 2608.01,1.041978184889371e+25
KOI 2366.01,1.041978184889371e+25
KOI 4793.01,1.041978184889371e+25
KOI 2948.01,1.041978184889371e+25
KOI 1015.02,1.041978184889371e+25
KOI 1905.02,1.041978184889371e+25
KOI 892.02,1.041978184889371e+25
KOI 4563.01,1.0256591606373622e+25
KOI 664.03,1.0256591606373622e+25
KOI 2748.01,1.0256591606373622e+25
KOI 1161.03,1.0256591606373622e+25
KOI 4859.01,1.0256591606373622e+25
KOI 4857.01,1.0256591606373622e+25
KOI 2722.04,1.0256591606373622e+25
KOI 408.04,1.0256591606373622e+25
KOI 3037.01,1.0256591606373622e+25
KOI 1937.01,1.0256591606373622e+25
KOI 4849.01,1.0256591606373622e+25
KOI 2318.01,1.0256591606373622e+25
KOI 3206.01,1.0256591606373622e+25
KOI 216.02,1.0256591606373622e+25
KOI 4772.02,1.0256591606373622e+25
KOI 4837.01,1.0256591606373622e+25
KOI 4756.01,1.0256591606373622e+25
KOI 2153.02,1.0256591606373622e+25
KOI 4700.01,1.0256591606373622e+25
KOI 3456.01,1.033802103642847e+25
KOI 2598.01,1.0256591606373622e+25
KOI 5583.01,1.0256591606373622e+25
KOI 4587.01,1.0256591606373622e+25
KOI 5418.01,1.0256591606373622e+25
KOI 2694.01,1.0256591606373622e+25
KOI 4506.01,1.0256591606373622e+25
KOI 4656.01,1.0256591606373622e+25
KOI 2520.01,1.0256591606373622e+25
KOI 4268.01,1.0256591606373622e+25
KOI 1831.03,1.0256591606373622e+25
KOI 3073.01,1.0256591606373622e+25
KOI 2768.01,1.0256591606373622e+25
KOI 1981.01,1.0256591606373622e+25
KOI 993.02,1.0256591606373622e+25
KOI 2162.02,1.0094726587948389e+25
KOI 2440.01,1.0094726587948389e+25
KOI 1627.03,1.0094726587948389e+25
KOI 2191.01,1.0094726587948389e+25
KOI 4659.01,1.0143146981385042e+25
KOI 5628.01,1.0094726587948389e+25
KOI 664.02,1.0094726587948389e+25
KOI 3120.01,1.0094726587948389e+25
KOI 5704.01,1.0094726587948389e+25
KOI 265.01,1.0094726587948389e+25
KOI 2100.01,1.0094726587948389e+25
KOI 1278.03,1.0094726587948389e+25
KOI 3384.01,9.99824342927484e+24
KOI 5819.01,1.0046425409462607e+25
KOI 284.04,9.982209254839381e+24
KOI 1536.01,9.934186179748004e+24
