NAME,MASS
KOI 3348.01,5.197182170546075e+25
KOI 1198.01,5.12997841782917e+25
KOI 2051.01,5.055835332800578e+25
KOI 5911.01,5.092837448057705e+25
KOI 223.01,5.12997841782917e+25
Kepler-20 b,5.062807602e+25
KOI 1357.01,5.092837448057705e+25
KOI 733.01,5.12997841782917e+25
KOI 711.03,5.092837448057705e+25
KOI 700.01,5.055835332800578e+25
55 Cnc e,5.006321277e+25
KOI 1309.01,4.982247547778162e+25
KOI 1576.02,4.982247547778162e+25
KOI 1695.01,4.982247547778162e+25
KOI 2707.01,4.982247547778162e+25
KOI 1557.01,4.982247547778162e+25
KOI 704.01,4.982247547778162e+25
KOI 2080.02,4.982247547778162e+25
KOI 2309.01,4.982247547778162e+25
KOI 1704.01,4.982247547778162e+25
KOI 841.03,4.982247547778162e+25
KOI 282.01,5.018972042569612e+25
KOI 2624.01,4.982247547778162e+25
KOI 2025.02,4.982247547778162e+25
KOI 2028.02,4.982247547778162e+25
KOI 497.01,4.982247547778162e+25
KOI 695.01,4.982247547778162e+25
KOI 2099.01,4.982247547778162e+25
KOI 1928.01,4.982247547778162e+25
KOI 2150.01,4.982247547778162e+25
KOI 5201.01,4.982247547778162e+25
KOI 168.02,5.018972042569612e+25
KOI 2094.01,4.982247547778162e+25
KOI 2690.01,4.982247547778162e+25
KOI 1168.01,4.982247547778162e+25
KOI 2113.01,4.982247547778162e+25
KOI 660.01,4.982247547778162e+25
KOI 756.02,4.982247547778162e+25
KOI 1203.03,4.982247547778162e+25
Kepler-68 b,4.97136621e+25
KOI 1495.01,4.982247547778162e+25
KOI 955.01,4.982247547778162e+25
KOI 2092.02,4.982247547778162e+25
KOI 511.01,4.982247547778162e+25
KOI 685.01,4.982247547778162e+25
KOI 1486.02,4.982247547778162e+25
KOI 4015.01,4.99692069213966e+25
KOI 755.01,4.982247547778162e+25
KOI 509.02,4.982247547778162e+25
KOI 2241.01,4.982247547778162e+25
Kepler-11 e,5.018491944e+25
KOI 316.02,4.982247547778162e+25
KOI 567.03,4.982247547778162e+25
KOI 2541.02,5.018972042569612e+25
KOI 2910.01,4.982247547778162e+25
KOI 1567.04,5.018972042569612e+25
KOI 1980.01,4.982247547778162e+25
KOI 1705.01,4.982247547778162e+25
KOI 785.01,4.982247547778162e+25
KOI 787.01,4.982247547778162e+25
KOI 1832.03,4.982247547778162e+25
KOI 431.02,4.982247547778162e+25
KOI 2900.01,4.982247547778162e+25
KOI 1507.01,4.982247547778162e+25
KOI 1198.03,4.982247547778162e+25
KOI 2120.01,4.982247547778162e+25
KOI 720.02,5.018972042569612e+25
KOI 2137.01,5.018972042569612e+25
KOI 814.01,4.982247547778162e+25
KOI 765.01,4.982247547778162e+25
KOI 1963.01,4.982247547778162e+25
KOI 413.01,4.982247547778162e+25
GJ 176 b,4.936031403e+25
KOI 875.01,4.872906538683297e+25
KOI 1298.01,4.872906538683297e+25
KOI 5336.01,4.927420982075166e+25
KOI 122.01,4.909214825670873e+25
KOI 4121.01,4.883784462423244e+25
KOI 5080.01,4.945661818740453e+25
KOI 3280.01,4.909214825670873e+25
KOI 2560.01,4.872906538683297e+25
KOI 655.01,4.872906538683297e+25
KOI 3220.01,4.909214825670873e+25
Kepler-36 c,4.83959643e+25
KOI 4958.01,4.764813613828625e+25
KOI 602.01,4.800705962902791e+25
KOI 171.01,4.764813613828625e+25
KOI 4202.01,4.800705962902791e+25
KOI 721.01,4.836736927790367e+25
KOI 3925.02,4.836736927790367e+25
KOI 4215.01,4.800705962902791e+25
KOI 4496.01,4.836736927790367e+25
KOI 5869.01,4.800705962902791e+25
KOI 165.01,4.764813613828625e+25
KOI 5807.01,4.800705962902791e+25
KOI 5604.01,4.836736927790367e+25
KOI 635.01,4.729059850272543e+25
KOI 2486.01,4.657967958012041e+25
KOI 2012.01,4.657967958012041e+25
KOI 1014.01,4.657967958012041e+25
KOI 345.01,4.693444641835112e+25
KOI 42.01,4.657967958012041e+25
KOI 291.01,4.729059850272543e+25
KOI 1864.01,4.729059850272543e+25
KOI 1876.01,4.729059850272543e+25
KOI 4016.01,4.657967958012041e+25
HD 97658 b,4.69719393e+25
KOI 3349.01,4.693444641835112e+25
KOI 123.02,4.657967958012041e+25
KOI 708.01,4.729059850272543e+25
KOI 3407.01,4.643816064521783e+25
KOI 1336.03,4.62262976819344e+25
KOI 2028.03,4.647351960591517e+25
KOI 869.01,4.62262976819344e+25
KOI 2376.01,4.62262976819344e+25
KOI 911.02,4.62262976819344e+25
KOI 659.01,4.62262976819344e+25
KOI 1145.01,4.62262976819344e+25
KOI 1362.01,4.62262976819344e+25
KOI 1597.01,4.552368747597512e+25
KOI 2715.03,4.62262976819344e+25
KOI 1480.01,4.62262976819344e+25
KOI 1651.01,4.62262976819344e+25
KOI 1897.01,4.62262976819344e+25
KOI 863.01,4.62262976819344e+25
KOI 3057.01,4.62262976819344e+25
KOI 5877.01,4.62262976819344e+25
KOI 564.01,4.62262976819344e+25
KOI 1364.02,4.62262976819344e+25
KOI 532.01,4.62262976819344e+25
KOI 2256.01,4.62262976819344e+25
HD 1461 b,4.557715428e+25
KOI 942.01,4.62262976819344e+25
KOI 2744.01,4.62262976819344e+25
KOI 4255.01,4.62262976819344e+25
KOI 1945.01,4.62262976819344e+25
KOI 639.01,4.62262976819344e+25
KOI 2807.01,4.62262976819344e+25
KOI 758.01,4.62262976819344e+25
KOI 2037.02,4.62262976819344e+25
KOI 991.01,4.62262976819344e+25
KOI 1659.01,4.62262976819344e+25
KOI 487.01,4.62262976819344e+25
KOI 427.02,4.62262976819344e+25
KOI 1302.01,4.62262976819344e+25
KOI 5919.01,4.559369933296574e+25
KOI 481.03,4.62262976819344e+25
KOI 343.01,4.587430041663054e+25
KOI 2536.01,4.62262976819344e+25
KOI 5121.01,4.6261573558196745e+25
KOI 2019.01,4.62262976819344e+25
KOI 5924.01,4.62262976819344e+25
KOI 1857.01,4.62262976819344e+25
KOI 572.01,4.62262976819344e+25
KOI 1396.01,4.62262976819344e+25
KOI 3324.01,4.62262976819344e+25
KOI 4037.01,4.552368747597512e+25
KOI 1118.01,4.62262976819344e+25
KOI 555.02,4.552368747597512e+25
KOI 520.03,4.62262976819344e+25
KOI 2410.02,4.552368747597512e+25
KOI 4426.01,4.62262976819344e+25
KOI 526.01,4.62262976819344e+25
KOI 864.01,4.62262976819344e+25
KOI 2343.01,4.62262976819344e+25
KOI 2411.01,4.62262976819344e+25
KOI 599.01,4.62262976819344e+25
KOI 2812.01,4.62262976819344e+25
KOI 1917.01,4.62262976819344e+25
KOI 161.01,4.552368747597512e+25
HD 181433 b,4.506203697e+25
KOI 5553.01,4.517445855065532e+25
KOI 1127.01,4.517445855065532e+25
KOI 999.01,4.48266133302716e+25
KOI 910.01,4.517445855065532e+25
KOI 718.03,4.517445855065532e+25
KOI 3339.01,4.538382984136486e+25
KOI 4667.01,4.517445855065532e+25
KOI 4091.01,4.48266133302716e+25
KOI 401.03,4.48266133302716e+25
KOI 2094.02,4.5139611767025876e+25
Kepler-20 d,4.497355755e+25
KOI 3274.01,4.382568416061078e+25
KOI 557.01,4.413507275723247e+25
KOI 597.01,4.448015150332966e+25
KOI 1884.02,4.3791376778272165e+25
KOI 370.02,4.448015150332966e+25
KOI 2687.02,4.413507275723247e+25
KOI 261.01,4.448015150332966e+25
KOI 316.01,4.3791376778272165e+25
KOI 1692.01,4.448015150332966e+25
KOI 2410.01,4.3791376778272165e+25
KOI 746.01,4.413507275723247e+25
KOI 3343.01,4.3791376778272165e+25
KOI 123.01,4.413507275723247e+25
KOI 478.01,4.413507275723247e+25
KOI 2035.01,4.413507275723247e+25
KOI 722.01,4.413507275723247e+25
KOI 624.02,4.3791376778272165e+25
Kepler-11 d,4.360991121000001e+25
KOI 842.02,4.310813186132769e+25
KOI 1557.03,4.276858229029975e+25
KOI 759.02,4.276858229029975e+25
KOI 481.01,4.276858229029975e+25
KOI 1307.02,4.276858229029975e+25
KOI 804.01,4.276858229029975e+25
KOI 4709.01,4.276858229029975e+25
KOI 1366.01,4.276858229029975e+25
KOI 2449.01,4.276858229029975e+25
KOI 1072.01,4.276858229029975e+25
KOI 2148.01,4.344906325162195e+25
KOI 2154.01,4.276858229029975e+25
KOI 1899.01,4.276858229029975e+25
KOI 2131.01,4.276858229029975e+25
KOI 1236.02,4.276858229029975e+25
KOI 2424.01,4.276858229029975e+25
KOI 2666.01,4.276858229029975e+25
KOI 1022.01,4.276858229029975e+25
KOI 1720.01,4.276858229029975e+25
KOI 869.03,4.276858229029975e+25
KOI 408.03,4.276858229029975e+25
KOI 2830.01,4.276858229029975e+25
KOI 1207.01,4.276858229029975e+25
KOI 1847.01,4.276858229029975e+25
KOI 2433.03,4.276858229029975e+25
KOI 519.02,4.276858229029975e+25
KOI 892.01,4.276858229029975e+25
KOI 679.01,4.310813186132769e+25
KOI 560.01,4.276858229029975e+25
KOI 810.01,4.276858229029975e+25
KOI 1842.01,4.276858229029975e+25
KOI 2043.01,4.276858229029975e+25
KOI 2613.01,4.276858229029975e+25
KOI 2703.01,4.276858229029975e+25
KOI 3258.01,4.297214623239994e+25
KOI 732.01,4.276858229029975e+25
KOI 2926.01,4.276858229029975e+25
KOI 864.03,4.276858229029975e+25
KOI 2860.01,4.276858229029975e+25
KOI 1933.01,4.276858229029975e+25
KOI 176.01,4.276858229029975e+25
KOI 2226.01,4.276858229029975e+25
KOI 3053.01,4.276858229029975e+25
KOI 2919.01,4.276858229029975e+25
KOI 1832.02,4.276858229029975e+25
KOI 2020.01,4.276858229029975e+25
KOI 575.01,4.276858229029975e+25
KOI 2362.02,4.276858229029975e+25
KOI 2018.01,4.276858229029975e+25
KOI 2245.01,4.276858229029975e+25
KOI 5490.01,4.310813186132769e+25
KOI 500.01,4.344906325162195e+25
KOI 257.01,4.310813186132769e+25
KOI 542.01,4.276858229029975e+25
KOI 285.02,4.276858229029975e+25
GJ 3634 b,4.212854547e+25
KOI 3946.01,4.179169977783925e+25
KOI 714.01,4.209362733195486e+25
KOI 251.01,4.243041422030425e+25
KOI 1246.01,4.209362733195486e+25
KOI 1430.02,4.209362733195486e+25
KOI 666.01,4.175822130470381e+25
Kepler-18 b,4.177139999999999e+25
KOI 3383.01,4.1591036013499334e+25
KOI 826.01,4.243041422030425e+25
KOI 1826.01,4.243041422030425e+25
KOI 4257.01,4.182519205669169e+25
KOI 936.01,4.209362733195486e+25
KOI 718.01,4.209362733195486e+25
KOI 1052.04,4.175822130470381e+25
KOI 1860.01,4.209362733195486e+25
KOI 4209.01,4.1091550545447075e+25
KOI 928.01,4.1424195816833425e+25
KOI 5935.01,4.1091550545447075e+25
KOI 223.02,4.1424195816833425e+25
KOI 3372.01,4.076028516646037e+25
KOI 676.02,4.1424195816833425e+25
KOI 82.01,4.076028516646037e+25
KOI 655.02,4.1091550545447075e+25
KOI 162.01,4.076028516646037e+25
KOI 1430.03,4.1091550545447075e+25
KOI 1491.01,4.076028516646037e+25
KOI 945.01,4.1091550545447075e+25
KOI 452.01,4.1091550545447075e+25
KOI 733.04,4.1091550545447075e+25
KOI 2091.01,4.1091550545447075e+25
KOI 654.01,4.076028516646037e+25
KOI 2135.01,4.1091550545447075e+25
KOI 1567.01,4.1424195816833425e+25
KOI 3925.03,4.1424195816833425e+25
KOI 1754.01,4.076028516646037e+25
KOI 4367.01,4.056218815215319e+25
KOI 1301.01,4.076028516646037e+25
KOI 2056.01,4.1424195816833425e+25
GJ 163 c,4.092154188e+25
HD 40307 c,4.015142916e+25
KOI 3445.01,4.020029995393423e+25
KOI 373.01,4.0101892783354544e+25
KOI 2365.01,4.0430399354591955e+25
KOI 3943.01,3.977476512504545e+25
KOI 627.01,3.977476512504545e+25
KOI 934.02,4.0101892783354544e+25
KOI 1360.01,4.0430399354591955e+25
KOI 180.01,4.0430399354591955e+25
KOI 255.01,4.0430399354591955e+25
KOI 116.02,4.0101892783354544e+25
KOI 5327.01,4.0101892783354544e+25
KOI 1052.03,3.977476512504545e+25
KOI 574.01,4.0430399354591955e+25
KOI 1731.01,3.977476512504545e+25
KOI 2140.01,4.0430399354591955e+25
KOI 1410.01,4.0430399354591955e+25
KOI 156.03,4.0430399354591955e+25
KOI 4577.01,3.99708762688719e+25
KOI 5835.01,4.0430399354591955e+25
KOI 280.01,4.0430399354591955e+25
KOI 271.01,3.977476512504545e+25
KOI 1412.01,3.977476512504545e+25
KOI 3496.01,4.02988312355453e+25
KOI 4303.01,4.0430399354591955e+25
KOI 4928.01,4.018389014025512e+25
KOI 2681.02,3.977476512504545e+25
KOI 2346.01,4.0101892783354544e+25
HD 215497 b,3.9597388499999995e+25
KOI 2259.01,3.944901605073737e+25
KOI 173.01,3.880165233223457e+25
KOI 435.05,3.8640672500223688e+25
KOI 2010.01,3.944901605073737e+25
KOI 4839.01,3.944901605073737e+25
KOI 906.02,3.944901605073737e+25
KOI 2976.01,3.944901605073737e+25
KOI 1861.01,3.880165233223457e+25
KOI 2945.01,3.944901605073737e+25
KOI 1831.01,3.944901605073737e+25
KOI 1997.01,3.944901605073737e+25
KOI 279.02,3.944901605073737e+25
KOI 752.01,3.944901605073737e+25
KOI 4313.01,3.944901605073737e+25
KOI 750.01,3.944901605073737e+25
KOI 276.01,3.944901605073737e+25
KOI 2400.01,3.944901605073737e+25
KOI 1863.01,3.944901605073737e+25
KOI 464.02,3.944901605073737e+25
KOI 1106.01,3.944901605073737e+25
KOI 5649.01,3.880165233223457e+25
KOI 4127.01,3.935156010299845e+25
KOI 585.01,3.880165233223457e+25
KOI 480.01,3.944901605073737e+25
KOI 2111.02,3.944901605073737e+25
KOI 2172.01,3.944901605073737e+25
KOI 474.01,3.944901605073737e+25
KOI 3214.01,3.8512136572768695e+25
KOI 2125.01,3.944901605073737e+25
KOI 474.02,3.944901605073737e+25
KOI 948.01,3.944901605073737e+25
KOI 947.01,3.880165233223457e+25
KOI 1015.01,3.880165233223457e+25
KOI 3259.01,3.880165233223457e+25
KOI 3440.01,3.941651695272614e+25
KOI 857.02,3.944901605073737e+25
KOI 665.01,3.944901605073737e+25
KOI 475.02,3.912464523026883e+25
KOI 166.01,3.944901605073737e+25
KOI 2379.01,3.944901605073737e+25
KOI 238.01,3.944901605073737e+25
KOI 762.01,3.944901605073737e+25
KOI 519.01,3.944901605073737e+25
KOI 534.01,3.880165233223457e+25
KOI 1598.02,3.944901605073737e+25
KOI 512.01,3.944901605073737e+25
KOI 1499.01,3.944901605073737e+25
KOI 1166.01,3.944901605073737e+25
KOI 351.03,3.944901605073737e+25
KOI 2000.01,3.944901605073737e+25
KOI 1621.01,3.880165233223457e+25
KOI 550.01,3.944901605073737e+25
KOI 1982.01,3.944901605073737e+25
KOI 2883.01,3.944901605073737e+25
KOI 2882.01,3.944901605073737e+25
KOI 887.01,3.944901605073737e+25
KOI 730.03,3.944901605073737e+25
KOI 1886.01,3.944901605073737e+25
KOI 649.01,3.944901605073737e+25
KOI 921.01,3.944901605073737e+25
KOI 1736.01,3.880165233223457e+25
KOI 333.01,3.944901605073737e+25
KOI 2062.01,3.944901605073737e+25
KOI 510.02,3.944901605073737e+25
KOI 5102.01,3.880165233223457e+25
KOI 1364.03,3.944901605073737e+25
KOI 541.01,3.944901605073737e+25
KOI 3361.01,3.944901605073737e+25
KOI 1052.01,3.944901605073737e+25
KOI 349.01,3.944901605073737e+25
KOI 2195.01,3.944901605073737e+25
KOI 1860.02,3.944901605073737e+25
GJ 1214 b,3.8639874089999996e+25
KOI 790.01,3.815979897157084e+25
KOI 1930.03,3.815979897157084e+25
KOI 590.01,3.815979897157084e+25
KOI 5689.01,3.784093783982416e+25
KOI 484.01,3.815979897157084e+25
KOI 733.02,3.8480037023975905e+25
KOI 5825.01,3.784093783982416e+25
KOI 167.01,3.784093783982416e+25
KOI 1874.01,3.8480037023975905e+25
KOI 486.01,3.7523453292257353e+25
KOI 5514.01,3.784093783982416e+25
Kepler-87 c,3.8163869999999998e+25
KOI 1572.01,3.815979897157084e+25
KOI 640.01,3.7523453292257353e+25
KOI 1278.01,3.815979897157084e+25
KOI 4988.01,3.784093783982416e+25
KOI 116.01,3.8480037023975905e+25
KOI 1070.01,3.784093783982416e+25
KOI 2634.01,3.784093783982416e+25
KOI 4076.01,3.8480037023975905e+25
KOI 153.01,3.8480037023975905e+25
KOI 483.01,3.815979897157084e+25
KOI 283.01,3.6579255770387116e+25
KOI 4166.01,3.7207344991098458e+25
KOI 597.03,3.7207344991098458e+25
KOI 1852.01,3.7207344991098458e+25
KOI 598.01,3.6579255770387116e+25
KOI 1802.01,3.6892612597271683e+25
KOI 1996.01,3.6579255770387116e+25
KOI 937.01,3.6892612597271683e+25
KOI 1830.01,3.6892612597271683e+25
KOI 2312.01,3.6579255770387116e+25
KOI 3876.01,3.7270456567874373e+25
KOI 463.01,3.6892612597271683e+25
KOI 1240.02,3.6579255770387116e+25
GJ 581 d,3.6284916479999998e+25
KOI 4913.01,3.6267274168730006e+25
KOI 2779.01,3.6267274168730006e+25
KOI 1585.01,3.6267274168730006e+25
KOI 2280.01,3.6267274168730006e+25
KOI 2305.01,3.6267274168730006e+25
KOI 2138.01,3.6267274168730006e+25
KOI 520.01,3.6267274168730006e+25
KOI 2842.03,3.604970512293097e+25
KOI 790.02,3.6267274168730006e+25
KOI 2014.01,3.6267274168730006e+25
KOI 1203.02,3.6267274168730006e+25
KOI 2594.01,3.6267274168730006e+25
KOI 2113.02,3.564743526755129e+25
KOI 1557.02,3.6267274168730006e+25
KOI 951.02,3.6267274168730006e+25
KOI 1609.01,3.6267274168730006e+25
KOI 237.01,3.6267274168730006e+25
KOI 2182.01,3.6267274168730006e+25
KOI 2274.01,3.6267274168730006e+25
KOI 533.01,3.6267274168730006e+25
KOI 751.01,3.6267274168730006e+25
KOI 1910.01,3.6267274168730006e+25
KOI 1838.01,3.6267274168730006e+25
KOI 2001.01,3.6267274168730006e+25
KOI 2216.01,3.6267274168730006e+25
KOI 1849.01,3.6267274168730006e+25
KOI 1848.01,3.6267274168730006e+25
KOI 1399.01,3.6267274168730006e+25
KOI 5810.01,3.595666744925022e+25
KOI 4500.02,3.6267274168730006e+25
KOI 1589.03,3.6267274168730006e+25
KOI 1061.01,3.6267274168730006e+25
KOI 1990.01,3.595666744925022e+25
KOI 1841.01,3.6267274168730006e+25
KOI 2721.01,3.6267274168730006e+25
KOI 2707.03,3.6267274168730006e+25
KOI 2294.01,3.6267274168730006e+25
KOI 330.01,3.6267274168730006e+25
KOI 4004.01,3.567829664136433e+25
KOI 864.02,3.6267274168730006e+25
KOI 4583.01,3.6267274168730006e+25
KOI 5796.01,3.564743526755129e+25
KOI 2795.01,3.6267274168730006e+25
KOI 2288.01,3.6267274168730006e+25
KOI 3379.01,3.6423093087814333e+25
KOI 3335.01,3.564743526755129e+25
KOI 2444.01,3.6267274168730006e+25
KOI 566.01,3.6267274168730006e+25
KOI 569.01,3.6267274168730006e+25
KOI 849.01,3.6267274168730006e+25
KOI 2751.01,3.564743526755129e+25
KOI 567.02,3.6267274168730006e+25
KOI 2073.03,3.6267274168730006e+25
KOI 296.01,3.6267274168730006e+25
KOI 1589.02,3.6267274168730006e+25
KOI 4451.01,3.564743526755129e+25
KOI 346.01,3.6267274168730006e+25
KOI 350.01,3.6267274168730006e+25
KOI 2898.01,3.6267274168730006e+25
KOI 1108.01,3.6267274168730006e+25
KOI 2126.01,3.6267274168730006e+25
KOI 593.01,3.4727982484750815e+25
KOI 1174.01,3.533957727787963e+25
KOI 1962.01,3.533957727787963e+25
KOI 1069.02,3.5033093133113275e+25
KOI 3312.01,3.4606322726070016e+25
KOI 1030.01,3.5033093133113275e+25
KOI 2148.02,3.5033093133113275e+25
KOI 354.01,3.5033093133113275e+25
KOI 624.01,3.533957727787963e+25
KOI 749.01,3.533957727787963e+25
KOI 494.01,3.533957727787963e+25
KOI 85.01,3.5033093133113275e+25
KOI 1405.01,3.533957727787963e+25
KOI 898.03,3.5033093133113275e+25
KOI 4021.01,3.4667125143880854e+25
KOI 111.03,3.5033093133113275e+25
GJ 876 d,3.497272491e+25
KOI 5381.01,3.5033093133113275e+25
KOI 355.01,3.4727982484750815e+25
KOI 148.03,3.4727982484750815e+25
KOI 4647.01,3.4606322726070016e+25
KOI 3393.01,3.5033093133113275e+25
GJ 433 b,3.4553681819999994e+25
KOI 5356.01,3.4121880276265765e+25
KOI 4933.01,3.4424244982899866e+25
KOI 4519.01,3.3820888012139723e+25
KOI 1969.01,3.4121880276265765e+25
KOI 600.01,3.352126783638718e+25
KOI 1721.01,3.4121880276265765e+25
KOI 5148.01,3.4424244982899866e+25
KOI 1975.01,3.352126783638718e+25
KOI 5608.01,3.352126783638718e+25
KOI 1946.01,3.3820888012139723e+25
KOI 1301.02,3.4424244982899866e+25
KOI 271.02,3.4121880276265765e+25
KOI 2834.01,3.352126783638718e+25
KOI 1425.01,3.352126783638718e+25
KOI 1522.01,3.3820888012139723e+25
KOI 1809.01,3.4424244982899866e+25
KOI 226.01,3.4121880276265765e+25
KOI 488.01,3.352126783638718e+25
KOI 1078.03,3.352126783638718e+25
KOI 1078.02,3.3820888012139723e+25
KOI 253.01,3.4424244982899866e+25
KOI 3397.01,3.352126783638718e+25
KOI 1051.01,3.352126783638718e+25
KOI 1567.03,3.352126783638718e+25
KOI 1895.02,3.352126783638718e+25
KOI 2369.01,3.322301939343574e+25
KOI 440.02,3.322301939343574e+25
KOI 3268.01,3.322301939343574e+25
KOI 4938.01,3.2630636276385085e+25
KOI 2123.01,3.322301939343574e+25
KOI 2780.01,3.322301939343574e+25
KOI 906.01,3.322301939343574e+25
KOI 2337.01,3.322301939343574e+25
KOI 3439.01,3.286693144640137e+25
KOI 2733.01,3.322301939343574e+25
KOI 2592.01,3.322301939343574e+25
KOI 2544.01,3.322301939343574e+25
KOI 584.01,3.2926142326263174e+25
KOI 650.01,3.322301939343574e+25
KOI 2134.01,3.322301939343574e+25
KOI 510.03,3.322301939343574e+25
KOI 510.01,3.322301939343574e+25
KOI 2236.01,3.322301939343574e+25
KOI 2723.01,3.322301939343574e+25
KOI 769.01,3.322301939343574e+25
KOI 2433.04,3.2926142326263174e+25
KOI 1494.01,3.322301939343574e+25
KOI 543.01,3.2926142326263174e+25
KOI 893.01,3.322301939343574e+25
KOI 2227.01,3.2926142326263174e+25
KOI 818.01,3.2926142326263174e+25
KOI 4961.01,3.322301939343574e+25
KOI 710.01,3.322301939343574e+25
KOI 1693.01,3.322301939343574e+25
KOI 2497.01,3.322301939343574e+25
KOI 912.01,3.322301939343574e+25
KOI 2926.02,3.322301939343574e+25
KOI 1938.01,3.322301939343574e+25
KOI 2316.01,3.322301939343574e+25
KOI 1851.01,3.322301939343574e+25
KOI 3203.01,3.2601161063502895e+25
KOI 501.01,3.322301939343574e+25
KOI 1733.01,3.322301939343574e+25
KOI 191.04,3.322301939343574e+25
KOI 1862.01,3.322301939343574e+25
KOI 688.01,3.2630636276385085e+25
KOI 825.01,3.2926142326263174e+25
KOI 2074.01,3.322301939343574e+25
KOI 1837.01,3.322301939343574e+25
KOI 5198.01,3.322301939343574e+25
KOI 586.01,3.322301939343574e+25
KOI 612.02,3.322301939343574e+25
KOI 353.02,3.322301939343574e+25
KOI 294.01,3.322301939343574e+25
KOI 911.01,3.2926142326263174e+25
KOI 736.01,3.2926142326263174e+25
KOI 306.01,3.2926142326263174e+25
KOI 3112.01,3.322301939343574e+25
KOI 191.02,3.322301939343574e+25
KOI 2024.01,3.322301939343574e+25
KOI 880.03,3.322301939343574e+25
KOI 365.01,3.2926142326263174e+25
OGLE-05-390L b,3.284751e+25
KOI 835.02,3.2630636276385085e+25
KOI 524.01,3.2630636276385085e+25
KOI 4829.01,3.322301939343574e+25
KOI 2097.01,3.322301939343574e+25
KOI 834.02,3.322301939343574e+25
KOI 2436.01,3.322301939343574e+25
KOI 2433.02,3.2926142326263174e+25
KOI 5570.01,3.2630636276385085e+25
KOI 1581.01,3.322301939343574e+25
KOI 471.01,3.322301939343574e+25
KOI 773.01,3.322301939343574e+25
KOI 1393.01,3.322301939343574e+25
KOI 2291.01,3.322301939343574e+25
KOI 438.02,3.2926142326263174e+25
KOI 2981.01,3.322301939343574e+25
GJ 667 C b,3.2602387829999996e+25
KOI 1205.01,3.175234062348001e+25
KOI 4810.01,3.233650088384255e+25
KOI 5888.01,3.233650088384255e+25
KOI 5688.01,3.233650088384255e+25
KOI 1086.01,3.233650088384255e+25
KOI 673.01,3.175234062348001e+25
KOI 835.01,3.175234062348001e+25
KOI 5889.01,3.233650088384255e+25
KOI 295.01,3.2043735787189487e+25
KOI 509.01,3.233650088384255e+25
KOI 1435.01,3.2043735787189487e+25
KOI 1199.01,3.2043735787189487e+25
KOI 1781.02,3.233650088384255e+25
KOI 4245.01,3.23658527538062e+25
KOI 475.01,3.175234062348001e+25
KOI 2314.01,3.2043735787189487e+25
KOI 5842.01,3.210217920024865e+25
KOI 222.01,3.2043735787189487e+25
KOI 551.01,3.175234062348001e+25
KOI 392.01,3.233650088384255e+25
KOI 1218.01,3.233650088384255e+25
KOI 5834.01,3.175234062348001e+25
KOI 351.04,3.175234062348001e+25
KOI 1402.01,3.175234062348001e+25
KOI 4235.01,3.23952183270921e+25
KOI 2374.02,3.175234062348001e+25
KOI 4036.01,3.2277838252433357e+25
GJ 581 c,3.1851831720000007e+25
KOI 4054.01,3.0543432350887405e+25
KOI 2554.01,3.1462315028255464e+25
KOI 409.01,3.1462315028255464e+25
KOI 518.03,3.088637107778397e+25
KOI 740.01,3.060045198593741e+25
KOI 1535.01,3.088637107778397e+25
KOI 5117.01,3.060045198593741e+25
KOI 2289.01,3.088637107778397e+25
KOI 352.01,3.1462315028255464e+25
KOI 4466.01,3.117365863553129e+25
KOI 2321.01,3.060045198593741e+25
KOI 1871.01,3.060045198593741e+25
KOI 1360.02,3.088637107778397e+25
KOI 988.01,3.060045198593741e+25
KOI 352.02,3.088637107778397e+25
KOI 1221.02,3.060045198593741e+25
KOI 241.01,3.117365863553129e+25
KOI 4024.01,3.1462315028255464e+25
KOI 504.01,3.060045198593741e+25
KOI 1650.01,3.117365863553129e+25
KOI 4750.01,3.1462315028255464e+25
KOI 313.01,3.060045198593741e+25
KOI 1525.01,3.117365863553129e+25
KOI 4295.01,3.0857717593737052e+25
KOI 4098.01,3.088637107778397e+25
KOI 1930.01,3.060045198593741e+25
KOI 1505.01,3.088637107778397e+25
KOI 3282.01,3.1462315028255464e+25
KOI 1669.01,3.117365863553129e+25
KOI 430.01,3.117365863553129e+25
KOI 5135.01,3.117365863553129e+25
KOI 3448.01,3.1404474225249093e+25
KOI 448.01,3.060045198593741e+25
KOI 3069.01,3.117365863553129e+25
KOI 1762.01,3.117365863553129e+25
KOI 1430.01,3.1462315028255464e+25
KOI 2046.01,3.060045198593741e+25
61 Vir b,3.05216025e+25
KOI 661.01,3.031590098934948e+25
CoRoT-7 b,2.9999270129999995e+25
KOI 2153.01,3.031590098934948e+25
KOI 1939.01,3.031590098934948e+25
KOI 2764.01,3.031590098934948e+25
KOI 1870.01,3.031590098934948e+25
KOI 4395.01,3.031590098934948e+25
KOI 1708.01,3.031590098934948e+25
KOI 1711.01,3.031590098934948e+25
KOI 4962.01,3.003271771579816e+25
KOI 2620.01,3.031590098934948e+25
KOI 2098.02,2.9526433291211737e+25
KOI 3202.01,2.989163885840643e+25
KOI 1081.01,3.031590098934948e+25
KOI 1593.01,3.031590098934948e+25
KOI 2504.01,3.031590098934948e+25
KOI 558.01,3.031590098934948e+25
KOI 2461.01,3.031590098934948e+25
KOI 2507.01,3.031590098934948e+25
KOI 2040.01,3.031590098934948e+25
KOI 5829.01,3.031590098934948e+25
KOI 435.03,3.031590098934948e+25
KOI 2745.01,3.031590098934948e+25
